lat,lng
40.101851,-88.203169
40.308456,-88.146336
40.098287,-88.187614
40.093854,-88.191858
40.119145,-88.216943
40.119145,-88.216943
40.104246,-88.184711
40.116348,-88.195805
40.085799,-88.190537
40.103836,-88.186588
40.112458,-88.207457
40.112458,-88.207457
40.312062,-88.140443
40.116289,-88.206272
40.116289,-88.206272
40.116289,-88.206272
40.116289,-88.206272
40.076154,-88.200453
40.076154,-88.200453
40.076154,-88.200453
40.076154,-88.200453
40.094697,-88.199993
40.312036,-88.155834
40.105572,-88.206059
40.090686,-88.194346
40.116511,-88.210833
40.301234,-88.131778
40.103054,-88.205007
40.315952,-88.146538
40.121393,-88.219419
40.121393,-88.219419
40.121393,-88.219419
40.121393,-88.219419
40.112459,-88.208926
40.112459,-88.208926
40.110713,-88.213165
40.110713,-88.213165
40.107014,-88.219805
40.107014,-88.219805
40.099191,-88.174913
40.117293,-88.207812
40.130258,-88.219533
40.286078,-88.166237
40.113237,-88.16273
40.102576,-88.188643
40.102576,-88.188643
40.112458,-88.207457
40.112458,-88.207457
40.100837,-88.194342
40.103054,-88.205007
40.103054,-88.205007
40.112458,-88.207457
40.113595,-88.205005
40.315607,-88.152375
40.315607,-88.152375
40.123701,-88.219465
40.129035,-88.221733
40.105572,-88.206059
40.312024,-88.154126
40.112458,-88.207457
40.076154,-88.200453
40.105115,-88.176572
40.120999,-88.216961
40.104866,-88.176392
40.103105,-88.191112
40.093854,-88.191858
40.123141,-88.225765
40.11073,-88.211781
40.11073,-88.211781
40.11281,-88.216225
40.32011,-88.138844
40.112714,-88.207426
40.112714,-88.207426
40.112714,-88.207426
40.112714,-88.207426
40.109177,-88.208801
40.112114,-88.205043
40.112114,-88.205043
40.112114,-88.205043
40.105115,-88.176572
40.087389,-88.189321
40.312756,-88.20771
40.112458,-88.207457
40.125562,-88.200339
40.105572,-88.206059
40.0989,-88.2209
40.0989,-88.2209
40.091644,-88.203216
40.111277,-88.207467
40.387282,-88.129287
40.127218,-88.244447
40.127218,-88.244447
40.127218,-88.244447
40.127218,-88.244447
40.315873,-88.1365
40.315873,-88.1365
40.310682,-88.141645
40.310682,-88.141645
40.053544,-88.190333
40.053544,-88.190333
40.110193,-88.204892
40.125562,-88.200339
40.125562,-88.200339
40.125562,-88.200339
40.125562,-88.200339
40.125562,-88.200339
40.125562,-88.200339
40.125562,-88.200339
40.125562,-88.200339
40.125562,-88.200339
40.125562,-88.200339
40.093838,-88.193803
40.1174,-88.22713
40.096731,-88.197829
40.093838,-88.193803
40.093838,-88.193803
40.093838,-88.193803
40.111057,-88.207471
40.103599,-88.18382
40.123116,-88.218169
40.110193,-88.204892
40.110193,-88.204892
40.312036,-88.155834
40.113237,-88.16273
40.112458,-88.207457
40.112458,-88.207457
40.112458,-88.207457
40.312124,-88.12399
40.30662,-88.13115
40.321988,-88.153593
40.112458,-88.207457
40.113114,-88.217759
40.112458,-88.207457
40.120089,-88.216953
40.112406,-88.213196
40.112406,-88.213196
40.123819,-88.199628
40.110713,-88.213165
40.110713,-88.213165
40.110713,-88.213165
40.308242,-88.159665
40.312036,-88.155834
40.312036,-88.155834
40.312036,-88.155834
40.122646,-88.201648
40.122646,-88.201648
40.122646,-88.201648
40.312036,-88.155834
40.312036,-88.155834
40.112114,-88.205043
40.113237,-88.16273
40.307166,-88.174775
40.307166,-88.174775
40.307166,-88.174775
40.110749,-88.209389
40.110749,-88.209389
40.111654,-88.19223
40.308279,-88.174747
40.113237,-88.16273
40.31198,-88.158851
40.127473,-88.188009
40.116438,-88.222384
40.112458,-88.207457
40.1002,-88.2209
40.111057,-88.207471
40.105572,-88.206059
40.093908,-88.19486
40.093908,-88.19486
40.111277,-88.207467
40.112458,-88.207457
40.307166,-88.174775
40.307166,-88.174775
40.103603,-88.190302
40.103805,-88.188643
40.076154,-88.200453
40.130258,-88.219533
40.127396,-88.200599
40.1407,-88.191398
40.087732,-88.182145
40.087732,-88.182145
40.087732,-88.182145
40.087732,-88.182145
40.087732,-88.182145
40.087732,-88.182145
40.113237,-88.16273
40.113237,-88.16273
40.113237,-88.16273
40.105572,-88.206059
40.31198,-88.158851
40.105737,-88.183934
40.105737,-88.183934
40.113362,-88.165596
40.113362,-88.165596
40.312124,-88.12399
40.113439,-88.207399
40.113439,-88.207399
40.113439,-88.207399
40.112458,-88.207457
40.112458,-88.207457
40.104939,-88.188673
40.302466,-88.129523
40.10626,-88.195277
40.118012,-88.20408
40.301234,-88.131778
40.301234,-88.131778
40.301234,-88.131778
40.116382,-88.204476
40.312036,-88.155834
40.312036,-88.155834
40.312036,-88.155834
40.312036,-88.155834
40.312036,-88.155834
40.091481,-88.193041
40.092271,-88.192976
40.112458,-88.207457
40.112458,-88.207457
40.112458,-88.207457
40.112458,-88.207457
40.122212,-88.224136
40.111057,-88.207471
40.309005,-88.155789
40.311259,-88.136486
40.105115,-88.176572
40.084353,-88.207276
40.112459,-88.208926
40.112458,-88.207457
40.113545,-88.210341
40.139404,-88.197958
40.139404,-88.197958
40.139404,-88.197958
40.139404,-88.197958
40.117424,-88.213451
40.1174,-88.22713
40.1174,-88.22713
40.112458,-88.207457
40.298108,-88.15822
40.093851,-88.190661
40.0989,-88.2209
40.123701,-88.219465
40.113971,-88.214767
40.096971,-88.180394
40.096971,-88.180394
40.111057,-88.207471
40.308784,-88.150616
40.110585,-88.223939
40.107765,-88.194482
40.109321,-88.202522
40.109321,-88.202522
40.305555,-88.130913
40.094723,-88.194808
40.10626,-88.195277
40.10626,-88.195277
40.10626,-88.195277
40.10377,-88.205013
40.105572,-88.206059
40.125562,-88.200339
40.307166,-88.174775
40.102935,-88.188628
40.113237,-88.16273
40.116382,-88.204476
40.301028,-88.128645
40.301028,-88.128645
40.111277,-88.207467
40.111277,-88.207467
40.112972,-88.193429
40.111277,-88.207467
40.112458,-88.207457
40.300743,-88.154064
40.111277,-88.207467
40.111277,-88.207467
40.111277,-88.207467
40.111277,-88.207467
40.111277,-88.207467
40.312036,-88.155834
40.308242,-88.159665
40.113139,-88.194704
40.113139,-88.194704
40.101997,-88.188377
40.32148,-88.140127
40.32148,-88.140127
40.105719,-88.190778
40.112458,-88.207457
40.112458,-88.207457
40.113545,-88.210341
40.083453,-88.233039
40.099281,-88.192048
40.112458,-88.207457
40.116348,-88.195805
40.288102,-88.165691
40.288102,-88.165691
40.288102,-88.165691
40.288102,-88.165691
40.094762,-88.191117
40.094762,-88.191117
40.307166,-88.174775
40.113595,-88.205005
40.113595,-88.205005
40.093838,-88.193803
40.112458,-88.207457
40.112458,-88.207457
40.096838,-88.194922
40.103044,-88.193548
40.105572,-88.206059
40.076154,-88.200453
40.053544,-88.190333
40.053544,-88.190333
40.053544,-88.190333
40.111057,-88.207471
40.111057,-88.207471
40.301028,-88.128645
40.324201,-88.133379
40.281165,-88.168781
40.281165,-88.168781
40.281165,-88.168781
40.308242,-88.159665
40.308242,-88.159665
40.310619,-88.157375
40.113595,-88.205005
40.103805,-88.188643
40.312036,-88.155834
40.312036,-88.155834
40.312036,-88.155834
40.112833,-88.219436
40.112833,-88.219436
40.104939,-88.188673
40.093908,-88.19486
40.093908,-88.19486
40.093908,-88.19486
40.104106,-88.20965
40.098285,-88.188328
40.098285,-88.188328
40.112458,-88.207457
40.308784,-88.150616
40.308784,-88.150616
40.10764,-88.206196
40.309765,-88.136497
40.110631,-88.217768
40.121983,-88.219429
40.111703,-88.20375
40.308784,-88.150616
40.308784,-88.150616
40.308784,-88.150616
40.120089,-88.216953
40.31198,-88.158851
40.111057,-88.207471
40.111057,-88.207471
40.103592,-88.197882
40.103592,-88.197882
40.103171,-88.183804
40.113237,-88.16273
40.112458,-88.207457
40.118012,-88.20408
40.112458,-88.207457
40.304806,-88.155799
40.115093,-88.182644
40.10626,-88.195277
40.095949,-88.190685
40.095949,-88.190685
40.095949,-88.190685
40.095949,-88.190685
40.117293,-88.207812
40.117293,-88.207812
40.117293,-88.207812
40.117293,-88.207812
40.117293,-88.207812
40.117293,-88.207812
40.126475,-88.219516
40.305703,-88.172241
40.312036,-88.155834
40.317748,-88.345488
40.109121,-88.171527
40.105115,-88.176572
40.122071,-88.197211
40.105115,-88.176572
40.186289,-88.193083
40.113439,-88.207399
40.112458,-88.207457
40.112458,-88.207457
40.112458,-88.207457
40.112458,-88.207457
40.103599,-88.18382
40.125562,-88.200339
40.120607,-88.207615
40.132509,-88.217747
40.132509,-88.217747
40.105572,-88.206059
40.107453,-88.217705
40.099665,-88.179313
40.110753,-88.208973
40.111277,-88.207467
40.111277,-88.207467
40.113545,-88.210341
40.308371,-88.162305
40.308371,-88.162305
40.308242,-88.159665
40.308242,-88.159665
40.113237,-88.16273
40.308242,-88.159665
40.308242,-88.159665
40.310317,-88.158916
40.308242,-88.159665
40.107356,-88.195692
40.312036,-88.155834
40.308242,-88.159665
40.308242,-88.159665
40.308242,-88.159665
40.308242,-88.159665
40.112458,-88.207457
40.111277,-88.207467
40.312036,-88.155834
40.315873,-88.1365
40.312036,-88.155834
40.312036,-88.155834
40.092284,-88.194731
40.092284,-88.194731
40.092284,-88.194731
40.110752,-88.209061
40.110193,-88.204892
40.11013,-88.2218
40.117426,-88.212736
40.117426,-88.212736
40.117426,-88.212736
40.105246,-88.17436
40.105246,-88.17436
40.112458,-88.207457
40.093046,-88.194101
40.112458,-88.207457
40.1407,-88.191398
40.1407,-88.191398
40.312036,-88.155834
40.110193,-88.204892
40.105572,-88.206059
40.113532,-88.206864
40.113595,-88.205005
40.113595,-88.205005
40.113595,-88.205005
40.113237,-88.16273
40.32011,-88.141238
40.117424,-88.213451
40.094723,-88.194808
40.125562,-88.200339
40.298108,-88.15822
40.312036,-88.155834
40.310447,-88.13526
40.310447,-88.13526
40.310447,-88.13526
40.112458,-88.207457
40.112458,-88.207457
40.112458,-88.207457
40.112458,-88.207457
40.112458,-88.207457
40.112458,-88.207457
40.112458,-88.207457
40.112458,-88.207457
40.112458,-88.207457
40.312036,-88.155834
40.094386,-88.181906
40.28547,-88.164534
40.116382,-88.204476
40.122071,-88.197211
40.308962,-88.135857
40.10626,-88.195277
40.112765,-88.188784
40.112458,-88.207457
40.112458,-88.207457
40.099681,-88.178361
40.302472,-88.133435
40.32011,-88.141238
40.104222,-88.188649
40.307847,-88.157342
40.116472,-88.214777
40.114854,-88.214732
40.114854,-88.214732
40.114854,-88.214732
40.105572,-88.206059
40.32148,-88.140127
40.321469,-88.14653
40.322439,-88.140092
40.111057,-88.207471
40.315952,-88.146538
40.098287,-88.187614
40.11274,-88.193423
40.14185,-88.20352
40.112458,-88.207457
40.321988,-88.153593
40.302171,-88.129222
40.111277,-88.207467
40.111277,-88.207467
40.32011,-88.141238
40.105572,-88.206696
40.105572,-88.206696
40.105572,-88.206696
40.114312,-88.179948
40.112458,-88.207457
40.112458,-88.207457
40.112458,-88.207457
40.0989,-88.2209
40.112458,-88.207457
40.112458,-88.207457
40.112458,-88.207457
40.112765,-88.188784
40.0989,-88.2209
40.0989,-88.2209
40.076154,-88.200453
40.308371,-88.162305
40.308371,-88.162305
40.098285,-88.188328
40.312036,-88.155834
40.112458,-88.207457
40.112458,-88.207457
40.112458,-88.207457
40.112458,-88.207457
40.112458,-88.207457
40.312036,-88.155834
40.113237,-88.16273
40.307492,-88.13647
40.112458,-88.207457
40.112458,-88.207457
40.113595,-88.205005
40.312036,-88.155834
40.112458,-88.207457
40.098831,-88.179126
40.112458,-88.207457
40.306165,-88.143062
40.109145,-88.214531
40.109145,-88.214531
40.109145,-88.214531
40.109145,-88.214531
40.094723,-88.194808
40.105572,-88.206059
40.113237,-88.16273
40.112383,-88.211081
40.112383,-88.211081
40.112383,-88.211081
40.112458,-88.207457
40.105115,-88.176572
40.112458,-88.207457
40.112458,-88.207457
40.122428,-88.221569
40.122428,-88.221569
40.312036,-88.155834
40.308242,-88.159665
40.312036,-88.155834
40.308962,-88.135857
40.312036,-88.155834
40.310328,-88.155813
40.310328,-88.155813
40.126475,-88.219516
40.126475,-88.219516
40.126475,-88.219516
40.126475,-88.219516
40.126475,-88.219516
40.126475,-88.219516
40.126475,-88.219516
40.126475,-88.219516
40.11297,-88.199948
40.11297,-88.199948
40.11297,-88.199948
40.11297,-88.199948
40.112458,-88.207457
40.3065,-88.132065
40.122402,-88.219437
40.112458,-88.207457
40.112458,-88.207457
40.094693,-88.198612
40.086647,-88.195876
40.086647,-88.195876
40.093838,-88.193803
40.093838,-88.193803
40.32148,-88.140127
40.126475,-88.219516
40.312045,-88.150691
40.28976,-88.164878
40.28976,-88.164878
40.28976,-88.164878
40.324201,-88.133379
40.324201,-88.133379
40.324201,-88.133379
40.112458,-88.207457
40.112458,-88.207457
40.312045,-88.150691
40.109211,-88.210454
40.109211,-88.210454
40.112458,-88.207457
40.312045,-88.150691
40.112458,-88.207457
40.112458,-88.207457
40.120297,-88.224098
40.120297,-88.224098
40.120297,-88.224098
40.120297,-88.224098
40.120297,-88.224098
40.120297,-88.224098
40.120297,-88.224098
40.120297,-88.224098
40.112458,-88.207457
40.1319,-88.222023
40.1319,-88.222023
40.105572,-88.206059
40.111432,-88.039316
40.09741,-88.200787
40.304622,-88.127178
40.105246,-88.17436
40.315952,-88.146538
40.312756,-88.20771
40.312756,-88.20771
40.315952,-88.146538
40.10626,-88.195277
40.141842,-88.204792
40.141842,-88.204792
40.114093,-88.215792
40.11337,-88.162846
40.11337,-88.162846
40.083453,-88.233039
40.112458,-88.207457
40.112458,-88.207457
40.10626,-88.195277
40.099191,-88.174913
40.316688,-88.146721
40.116348,-88.195805
40.11274,-88.193423
40.113237,-88.16273
40.105976,-88.223853
40.105976,-88.223853
40.105976,-88.223853
40.315873,-88.1365
40.110193,-88.204892
40.105719,-88.190778
40.112458,-88.207457
40.103805,-88.188643
40.300943,-88.131437
40.312036,-88.155834
40.105572,-88.206059
40.105783,-88.179667
40.099665,-88.179313
40.099665,-88.179313
40.125562,-88.200339
40.125562,-88.200339
40.095949,-88.190685
40.095949,-88.190685
40.095949,-88.190685
40.113063,-88.211466
40.113063,-88.211466
40.111057,-88.207471
40.101718,-88.186536
40.101718,-88.186536
40.109691,-88.167313
40.115093,-88.182644
40.319542,-88.136495
40.112458,-88.207457
40.112458,-88.207457
40.098287,-88.187614
40.098287,-88.187614
40.112458,-88.207457
40.112458,-88.207457
40.112458,-88.207457
40.112458,-88.207457
40.112458,-88.207457
40.112458,-88.207457
40.112458,-88.207457
40.081315,-88.18349
40.112458,-88.207457
40.098287,-88.187614
40.100444,-88.177179
40.100444,-88.177179
40.100444,-88.177179
40.100444,-88.177179
40.100444,-88.177179
40.112458,-88.207457
40.118886,-88.202694
40.112458,-88.207457
40.112458,-88.207457
40.113237,-88.16273
40.113237,-88.16273
40.309431,-88.153238
40.112458,-88.207457
40.127653,-88.219526
40.096838,-88.194922
40.112994,-88.196786
40.112994,-88.196786
40.104939,-88.188673
40.104939,-88.188673
40.117426,-88.212736
40.117426,-88.212736
40.117426,-88.212736
40.112458,-88.207457
40.123777,-88.205344
40.123777,-88.205344
40.102576,-88.188643
40.111277,-88.207467
40.111277,-88.207467
40.112458,-88.207457
40.10626,-88.195277
40.10626,-88.195277
40.110749,-88.209389
40.110749,-88.209389
40.110749,-88.209389
40.105572,-88.206059
40.110753,-88.208973
40.127432,-88.199234
40.112458,-88.207457
40.122193,-88.225758
40.111277,-88.207467
40.315326,-88.193779
40.111057,-88.207471
40.118012,-88.20408
40.309402,-88.157366
40.309402,-88.157366
40.309402,-88.157366
40.309402,-88.157366
40.113,-88.199201
40.043593,-88.259625
40.099882,-88.209626
40.099882,-88.209626
40.099882,-88.209626
40.099882,-88.209626
40.307251,-88.167024
40.312036,-88.155834
40.308524,-88.146149
40.125562,-88.200339
40.126475,-88.219516
40.126475,-88.219516
40.308242,-88.159665
40.312036,-88.155834
40.308524,-88.146149
40.110646,-88.21606
40.110646,-88.21606
40.109017,-88.033395
40.308784,-88.150616
40.111654,-88.19223
40.316163,-88.143097
40.11297,-88.199948
40.10396,-88.192297
40.10396,-88.192297
40.300631,-88.156705
40.117424,-88.213451
40.123819,-88.199628
40.302466,-88.129523
40.315952,-88.146538
40.315952,-88.146538
40.094723,-88.194808
40.307166,-88.174775
40.109318,-88.203711
40.32011,-88.138844
40.103102,-88.190004
40.301026,-88.128741
40.311256,-88.139812
40.112458,-88.207457
40.112458,-88.207457
40.105737,-88.183934
40.124834,-88.227493
40.112458,-88.207457
40.127396,-88.200599
40.310328,-88.155813
40.113237,-88.16273
40.103202,-88.181429
40.103202,-88.181429
40.309431,-88.153238
40.309431,-88.153238
40.308242,-88.159665
40.10381,-88.187513
40.110919,-88.194536
40.109383,-88.195738
40.123701,-88.219465
40.113595,-88.205005
40.295947,-88.162737
40.0984,-88.1934
40.0984,-88.1934
40.0984,-88.1934
40.110631,-88.217768
40.103791,-88.189532
40.116382,-88.20061
40.113237,-88.16273
40.295947,-88.162737
40.116383,-88.202596
40.116383,-88.202596
40.116383,-88.202596
40.308784,-88.150616
40.109691,-88.167313
40.32148,-88.140127
40.111057,-88.207471
40.312036,-88.155834
40.112458,-88.207457
40.112458,-88.207457
40.083453,-88.233039
40.112458,-88.207457
40.111277,-88.207467
40.117293,-88.207812
40.117293,-88.207812
40.112458,-88.207457
40.0989,-88.2209
40.130258,-88.219533
40.107453,-88.217705
40.111277,-88.207467
40.112458,-88.207457
40.112458,-88.207457
40.105572,-88.206059
40.308207,-88.14749
40.10626,-88.195277
40.10626,-88.195277
40.107495,-88.223877
40.107495,-88.223877
40.308242,-88.159665
40.112458,-88.207457
40.312036,-88.155834
40.112458,-88.207457
40.098287,-88.187614
40.112458,-88.207457
40.118012,-88.20408
40.302004,-88.129095
40.127396,-88.200599
40.13512,-88.26545
40.112458,-88.207457
40.112458,-88.207457
40.312062,-88.140443
40.312062,-88.140443
40.121393,-88.219419
40.126475,-88.219516
40.126475,-88.219516
40.126475,-88.219516
40.111057,-88.207471
40.111057,-88.207471
40.111277,-88.207467
40.116348,-88.195805
40.116348,-88.195805
40.116438,-88.222384
40.112458,-88.207457
40.121393,-88.219419
40.1064,-88.04475
40.113237,-88.16273
40.113237,-88.16273
40.103298,-88.188634
40.102576,-88.188643
40.102576,-88.188643
40.102576,-88.188643
40.110631,-88.217768
40.304622,-88.127178
40.302588,-88.129694
40.308962,-88.135857
40.308962,-88.135857
40.112458,-88.207457
40.101589,-88.198177
40.103836,-88.186588
40.104939,-88.188673
40.104939,-88.188673
40.095865,-88.197096
40.095865,-88.197096
40.095865,-88.197096
40.095865,-88.197096
40.095865,-88.197096
40.095865,-88.197096
40.297669,-88.163435
40.085799,-88.190537
40.0989,-88.2209
40.308242,-88.159665
40.308242,-88.159665
40.308242,-88.159665
40.112458,-88.207457
40.308242,-88.159665
40.308242,-88.159665
40.308242,-88.159665
40.308242,-88.159665
40.112458,-88.207457
40.309756,-88.174739
40.309756,-88.174739
40.309756,-88.174739
40.309756,-88.174739
40.309756,-88.174739
40.105715,-88.192165
40.310317,-88.158916
40.310317,-88.158916
40.111423,-88.208852
40.312036,-88.155834
40.123701,-88.219465
40.11893,-88.215739
40.093811,-88.196807
40.093811,-88.196807
40.093811,-88.196807
40.093811,-88.196807
40.093811,-88.196807
40.112458,-88.207457
40.312036,-88.155834
40.098287,-88.187614
40.098287,-88.187614
40.078125,-88.190431
40.120614,-88.221097
40.101602,-88.196448
40.101602,-88.196448
40.286506,-88.163943
40.302171,-88.129222
40.095949,-88.190685
40.105115,-88.176572
40.105115,-88.176572
40.307166,-88.174775
40.096838,-88.194922
40.110804,-88.205223
40.110804,-88.205223
40.110804,-88.205223
40.110804,-88.205223
40.110804,-88.205223
40.110804,-88.205223
40.111277,-88.207467
40.111277,-88.207467
40.129884,-88.197954
40.103603,-88.190302
40.112458,-88.207457
40.105572,-88.206059
40.100038,-88.195587
40.126475,-88.219516
40.312036,-88.155834
40.112458,-88.207457
40.112459,-88.208926
40.113237,-88.16273
40.317502,-88.149338
40.308962,-88.135857
40.312036,-88.155834
40.312036,-88.155834
40.308962,-88.135857
40.31304,-88.160765
40.310447,-88.13526
40.110193,-88.204892
40.112352,-88.213195
40.103054,-88.205007
40.085799,-88.190537
40.085799,-88.190537
40.085799,-88.190537
40.085799,-88.190537
40.104939,-88.188673
40.094109,-88.209582
40.301028,-88.128645
40.301028,-88.128645
40.128647,-88.22206
40.113237,-88.16273
40.10396,-88.192297
40.127432,-88.199234
40.127432,-88.199234
40.101851,-88.203169
40.083983,-88.166859
40.310407,-88.133387
40.105976,-88.223853
40.105976,-88.223853
40.09957,-88.184839
40.09957,-88.184839
40.094121,-88.208314
40.113595,-88.205005
40.113595,-88.205005
40.1171,-88.183729
40.1171,-88.183729
40.1171,-88.183729
40.107041,-88.206187
40.120027,-88.205265
40.003637,-88.159964
40.112458,-88.207457
40.112458,-88.207457
40.126964,-88.199653
40.126964,-88.199653
40.099978,-88.173795
40.122071,-88.197211
40.122071,-88.197211
40.126964,-88.199653
40.126964,-88.199653
40.317479,-88.146624
40.317479,-88.146624
40.113237,-88.16273
40.127491,-88.207735
40.127491,-88.207735
40.127491,-88.207735
40.127491,-88.207735
40.127491,-88.207735
40.127491,-88.207735
40.310629,-88.155821
40.310629,-88.155821
40.093838,-88.193803
40.123116,-88.218169
40.117293,-88.207812
40.117293,-88.207812
40.117293,-88.207812
40.113237,-88.16273
40.083453,-88.233039
40.083453,-88.233039
40.110125,-88.188762
40.112458,-88.207457
40.112458,-88.207457
40.112458,-88.207457
40.112458,-88.207457
40.324201,-88.133379
40.324201,-88.133379
40.123777,-88.205344
40.123777,-88.205344
40.040593,-88.085532
40.040593,-88.085532
40.111277,-88.207467
40.111277,-88.207467
40.0989,-88.2209
40.109691,-88.167313
40.109691,-88.167313
40.109691,-88.167313
40.112458,-88.207457
40.105246,-88.17436
40.105246,-88.17436
40.105246,-88.17436
40.121302,-88.218155
40.123777,-88.205344
40.305623,-88.143061
40.307166,-88.174775
40.112458,-88.207457
40.318966,-88.146528
40.318966,-88.146528
40.112458,-88.207457
40.112458,-88.207457
40.112458,-88.207457
40.104866,-88.176392
40.112458,-88.207457
40.307166,-88.174775
40.309339,-88.141764
40.095949,-88.190685
40.111277,-88.207467
40.105612,-88.204966
40.10626,-88.195277
40.10626,-88.195277
40.112458,-88.207457
40.116472,-88.214777
40.116472,-88.214777
40.116382,-88.204476
40.116382,-88.204476
40.111277,-88.207467
40.304622,-88.127178
40.126475,-88.219516
40.126475,-88.219516
40.126475,-88.219516
40.308242,-88.159665
40.101851,-88.203169
40.101851,-88.203169
40.096794,-88.197121
40.308242,-88.159665
40.094693,-88.198612
40.318132,-88.135235
40.112458,-88.207457
40.308242,-88.159665
40.0984,-88.1934
40.0984,-88.1934
40.0984,-88.1934
40.309431,-88.153238
40.132398,-88.197259
40.100212,-88.197879
40.105246,-88.17436
40.316699,-88.142836
40.120297,-88.224098
40.10377,-88.205013
40.105572,-88.206696
40.105572,-88.206696
40.105572,-88.206696
40.105572,-88.206696
40.105572,-88.206696
40.110749,-88.209389
40.110749,-88.209389
40.089628,-88.199511
40.315607,-88.152375
40.315607,-88.152375
40.315607,-88.152375
40.310125,-88.132407
40.112458,-88.207457
40.111057,-88.207471
40.111057,-88.207471
40.113237,-88.16273
40.113237,-88.16273
40.320874,-88.14653
40.111277,-88.207467
40.112458,-88.207457
40.10626,-88.195277
40.116348,-88.195805
40.094723,-88.194808
40.094723,-88.194808
40.094723,-88.194808
40.107045,-88.172595
40.310447,-88.13526
40.116894,-88.227116
40.116894,-88.227116
40.116894,-88.227116
40.110193,-88.204892
40.112458,-88.207457
40.312699,-88.133828
40.112458,-88.207457
